iter	Logloss
1512	0.2247252761
1513	0.2247247637
1514	0.2247223932
1515	0.2247211711
1516	0.2247198382
1517	0.2247192707
1518	0.2247166169
1519	0.224712593
1520	0.2247088112
1521	0.2247069896
1522	0.2247041678
1523	0.2247015367
1524	0.2246984623
1525	0.2246978301
1526	0.2246947477
1527	0.2246932566
1528	0.2246897687
1529	0.224687321
1530	0.224683856
1531	0.2246832585
1532	0.2246801475
1533	0.2246779696
1534	0.2246755435
1535	0.2246730787
1536	0.2246715454
1537	0.2246681752
1538	0.2246649566
1539	0.2246643399
1540	0.2246624776
1541	0.2246584304
1542	0.2246557429
1543	0.2246520579
1544	0.2246492498
1545	0.2246468672
1546	0.224645546
1547	0.2246435586
1548	0.2246409157
1549	0.2246386566
1550	0.2246354735
1551	0.2246332505
1552	0.2246308919
1553	0.2246288009
1554	0.2246266519
1555	0.2246234605
1556	0.2246212409
1557	0.2246188313
1558	0.2246175764
1559	0.2246151518
1560	0.2246116178
1561	0.2246088722
1562	0.2246048535
1563	0.2246027807
1564	0.224599397
1565	0.2245962136
1566	0.2245942178
1567	0.2245922532
1568	0.2245910605
1569	0.2245878927
1570	0.2245847397
1571	0.2245829885
1572	0.2245800361
1573	0.2245776792
1574	0.2245752666
1575	0.224571756
1576	0.2245674428
1577	0.2245642764
1578	0.2245616033
1579	0.2245589531
1580	0.2245559357
1581	0.2245530552
1582	0.2245511715
1583	0.2245486878
1584	0.2245463848
1585	0.224543381
1586	0.2245407199
1587	0.2245390235
1588	0.2245367069
1589	0.2245338099
1590	0.2245300069
1591	0.2245276356
1592	0.2245260399
1593	0.2245218217
1594	0.2245206888
1595	0.2245177399
1596	0.2245145761
1597	0.2245144349
1598	0.2245136854
1599	0.2245109894
1600	0.2245089149
1601	0.2245069174
1602	0.224505234
1603	0.2245021364
1604	0.2245019098
1605	0.2244977967
1606	0.2244950256
1607	0.2244944632
1608	0.2244904083
1609	0.2244862831
1610	0.2244813146
1611	0.2244789532
1612	0.2244789184
1613	0.2244763318
1614	0.2244725353
1615	0.2244681597
1616	0.2244649913
1617	0.2244626943
1618	0.2244600764
1619	0.2244575952
1620	0.2244574119
1621	0.2244541981
1622	0.2244507144
1623	0.2244481115
1624	0.2244454071
1625	0.2244425323
1626	0.2244398419
1627	0.2244371118
1628	0.2244371118
1629	0.2244364318
1630	0.224434258
1631	0.2244308227
1632	0.2244285706
1633	0.2244248171
1634	0.2244216352
1635	0.2244177423
1636	0.224414319
1637	0.2244122498
1638	0.2244096899
1639	0.2244060518
1640	0.224404095
1641	0.224401325
1642	0.224398236
1643	0.2243944081
1644	0.2243921858
1645	0.2243891134
1646	0.2243856523
1647	0.2243828498
1648	0.2243801459
1649	0.2243765474
1650	0.2243729859
1651	0.2243693181
1652	0.2243666936
1653	0.2243652306
1654	0.2243625324
1655	0.2243619586
1656	0.2243585863
1657	0.2243573647
1658	0.2243573601
1659	0.2243558223
1660	0.2243524519
1661	0.2243506135
1662	0.2243479661
1663	0.2243452669
1664	0.2243436974
1665	0.2243407395
1666	0.2243374489
1667	0.2243333144
1668	0.2243308762
1669	0.2243271926
1670	0.224323795
1671	0.2243207928
1672	0.2243184595
1673	0.224317014
1674	0.2243147463
1675	0.2243130071
1676	0.224310868
1677	0.2243072398
1678	0.2243041384
1679	0.2243004896
1680	0.2242983603
1681	0.2242968332
1682	0.2242942803
1683	0.2242917582
1684	0.2242886717
1685	0.2242856976
1686	0.224283542
1687	0.2242817223
1688	0.2242781038
1689	0.2242763458
1690	0.2242746003
1691	0.2242732964
1692	0.2242703683
1693	0.2242703682
1694	0.2242669265
1695	0.224264947
1696	0.2242619436
1697	0.2242605037
1698	0.2242580255
1699	0.2242549913
1700	0.2242522302
1701	0.2242500634
1702	0.2242478977
1703	0.2242476054
1704	0.2242448232
1705	0.2242442108
1706	0.2242417677
1707	0.2242388581
1708	0.2242370223
1709	0.2242354864
1710	0.2242352676
1711	0.2242313405
1712	0.224228774
1713	0.2242264745
1714	0.224225397
1715	0.2242227685
1716	0.2242203799
1717	0.2242183485
1718	0.2242139997
1719	0.2242121455
1720	0.2242106966
1721	0.2242082133
1722	0.2242077006
1723	0.2242048512
1724	0.2242048488
1725	0.2242041475
1726	0.224203985
1727	0.2242038759
1728	0.2242014276
1729	0.2241997314
1730	0.2241972975
1731	0.2241956418
1732	0.2241934692
1733	0.2241909571
1734	0.2241885739
1735	0.2241860573
1736	0.2241844038
1737	0.2241821953
1738	0.2241791815
1739	0.2241761312
1740	0.2241733902
1741	0.2241711375
1742	0.2241684022
1743	0.2241634454
1744	0.2241605416
1745	0.2241581561
1746	0.2241576507
1747	0.2241547346
1748	0.2241521345
1749	0.2241497649
1750	0.2241474168
1751	0.224147415
1752	0.2241468012
1753	0.224143946
1754	0.2241423634
1755	0.2241423626
1756	0.2241422371
1757	0.2241403781
1758	0.2241375516
1759	0.2241366224
1760	0.2241335618
1761	0.2241307432
1762	0.2241280227
1763	0.2241256712
1764	0.2241238904
1765	0.2241201986
1766	0.2241200924
1767	0.2241187622
1768	0.2241158417
1769	0.2241126824
1770	0.2241102482
1771	0.2241067394
1772	0.2241049456
1773	0.2241021306
1774	0.224098991
1775	0.224097762
1776	0.2240944126
1777	0.2240910101
1778	0.2240877875
1779	0.2240861271
1780	0.224084934
1781	0.2240820106
1782	0.2240788058
1783	0.2240782298
1784	0.2240781884
1785	0.2240763056
1786	0.2240757508
1787	0.2240727852
1788	0.2240695926
1789	0.224066444
1790	0.2240640594
1791	0.2240602482
1792	0.2240572661
1793	0.224054329
1794	0.2240529298
1795	0.2240495964
1796	0.224047166
1797	0.22404669
1798	0.2240466896
1799	0.2240436915
1800	0.224039612
1801	0.2240353957
1802	0.2240312621
1803	0.2240296868
1804	0.2240277298
1805	0.2240252561
1806	0.2240216372
1807	0.2240195161
1808	0.2240175044
1809	0.2240147198
1810	0.2240119657
1811	0.2240098257
1812	0.2240056194
1813	0.2240044307
1814	0.2240018835
1815	0.2240000518
1816	0.2239970471
1817	0.2239929972
1818	0.2239910298
1819	0.2239879722
1820	0.2239846446
1821	0.2239824604
1822	0.2239790031
1823	0.223975755
1824	0.2239742123
1825	0.223971593
1826	0.2239696896
1827	0.2239678563
1828	0.2239652511
1829	0.2239640976
1830	0.2239608746
1831	0.223957678
1832	0.2239547767
1833	0.2239528177
1834	0.2239483727
1835	0.2239461337
1836	0.2239439277
1837	0.2239398862
1838	0.2239365727
1839	0.2239354307
1840	0.2239338325
1841	0.223930492
1842	0.2239279441
1843	0.2239247148
1844	0.2239205395
1845	0.2239179879
1846	0.2239146201
1847	0.2239108021
1848	0.2239082008
1849	0.2239043888
1850	0.2239004652
1851	0.2238984752
1852	0.223894665
1853	0.2238920288
1854	0.2238880269
1855	0.223884809
1856	0.2238813448
1857	0.2238782672
1858	0.2238758673
1859	0.2238729388
1860	0.2238693844
1861	0.2238668137
1862	0.2238628737
1863	0.2238584654
1864	0.2238557262
1865	0.2238526972
1866	0.2238501552
1867	0.2238487578
1868	0.2238481694
1869	0.2238449095
1870	0.2238422783
1871	0.223840707
1872	0.2238381128
1873	0.2238371701
1874	0.2238355933
1875	0.2238329888
1876	0.2238301038
1877	0.2238267203
1878	0.2238238776
1879	0.2238212999
1880	0.2238198294
1881	0.2238155487
1882	0.2238120799
1883	0.2238101431
1884	0.2238069867
1885	0.2238052825
1886	0.2238030279
1887	0.2238008133
1888	0.2238005687
1889	0.2237975526
1890	0.2237949031
1891	0.2237910692
1892	0.2237886101
1893	0.2237862437
1894	0.2237833843
1895	0.2237818942
1896	0.2237799825
1897	0.2237777764
1898	0.2237751214
1899	0.2237727274
1900	0.2237712945
1901	0.2237695455
1902	0.2237665956
1903	0.2237632156
1904	0.2237608156
1905	0.2237581035
1906	0.2237555333
1907	0.2237554328
1908	0.2237533512
1909	0.2237510884
1910	0.2237484909
1911	0.2237468321
1912	0.2237435531
1913	0.2237406887
1914	0.2237380128
1915	0.2237359693
1916	0.2237349442
1917	0.2237348484
1918	0.2237333191
1919	0.2237316421
1920	0.2237307526
1921	0.2237293946
1922	0.2237274312
1923	0.2237241191
1924	0.2237222392
1925	0.2237197061
1926	0.2237195076
1927	0.2237174322
1928	0.2237154417
1929	0.2237144332
1930	0.2237115344
1931	0.2237091228
1932	0.2237057963
1933	0.2237040693
1934	0.2237012227
1935	0.2236982261
1936	0.2236968238
1937	0.2236948568
1938	0.2236919541
1939	0.2236883191
1940	0.2236864394
1941	0.2236828522
1942	0.2236820404
1943	0.2236800451
1944	0.2236765152
1945	0.2236749929
1946	0.2236741226
1947	0.2236720113
1948	0.2236697985
1949	0.2236666316
1950	0.2236636731
1951	0.2236619822
1952	0.2236607158
1953	0.2236577193
1954	0.2236568136
1955	0.2236540903
1956	0.2236513543
1957	0.2236484934
1958	0.2236448568
1959	0.223643277
1960	0.223642311
1961	0.2236383211
1962	0.2236361051
1963	0.2236360818
1964	0.2236348171
1965	0.2236328285
1966	0.2236304312
1967	0.223629124
1968	0.223627151
1969	0.2236240296
1970	0.223621004
1971	0.2236183978
1972	0.2236154017
1973	0.2236109966
1974	0.2236102599
1975	0.2236072259
1976	0.2236048494
1977	0.2236005874
1978	0.2235973621
1979	0.2235931962
1980	0.2235908888
1981	0.2235884894
1982	0.2235858082
1983	0.2235824623
1984	0.223579748
1985	0.2235767552
1986	0.223574238
1987	0.2235717616
1988	0.2235697883
1989	0.2235669069
1990	0.2235640137
1991	0.2235607957
1992	0.2235607955
1993	0.2235572206
1994	0.2235544187
1995	0.2235534817
1996	0.2235513972
1997	0.2235468506
1998	0.2235454109
1999	0.2235421128
