iter	Logloss
237	0.2299091878
238	0.2298947303
239	0.2298879219
240	0.2298770586
241	0.2298602575
242	0.2298518588
243	0.2298421034
244	0.2298334657
245	0.2298235611
246	0.2298181572
247	0.2298071894
248	0.2298047436
249	0.2297961767
250	0.2297894941
251	0.2297824434
252	0.2297783857
253	0.2297717388
254	0.229763986
255	0.2297393956
256	0.2297324899
257	0.2297124306
258	0.2297034215
259	0.2296973918
260	0.229688324
261	0.2296736388
262	0.229667031
263	0.2296599827
264	0.2296534164
265	0.2296466573
266	0.2296372597
267	0.2296315203
268	0.2296204121
269	0.2296086754
270	0.2296000661
271	0.2295953033
272	0.2295867566
273	0.2295787344
274	0.2295699884
275	0.2295635182
276	0.2295577264
277	0.2295443001
278	0.2295353547
279	0.229521176
280	0.2295178647
281	0.2295133462
282	0.229504927
283	0.2294989922
284	0.2294934033
285	0.2294875753
286	0.2294827516
287	0.2294711133
288	0.229462776
289	0.2294413841
290	0.2294345294
291	0.2294213753
292	0.2294156552
293	0.2294084134
294	0.2294046163
295	0.2293935065
296	0.2293859633
297	0.2293771891
298	0.2293721316
299	0.2293682874
300	0.2293627158
301	0.2293560537
302	0.2293503819
303	0.2293423035
304	0.2293382578
305	0.2293339379
306	0.2293291746
307	0.229319204
308	0.2293108398
309	0.2293059861
310	0.2293004024
311	0.2292940887
312	0.2292887852
313	0.2292841397
314	0.229276159
315	0.2292708866
316	0.2292529975
317	0.2292470771
318	0.2292411986
319	0.2292384362
320	0.2292329598
321	0.2292242719
322	0.2292152632
323	0.2292108927
324	0.2292053445
325	0.2292002239
326	0.229191251
327	0.2291867523
328	0.2291669699
329	0.2291619538
330	0.2291584172
331	0.2291535371
332	0.2291485387
333	0.2291442877
334	0.2291378985
335	0.2291328869
336	0.2291209149
337	0.2291070827
338	0.2291034407
339	0.2290975983
340	0.2290825746
341	0.2290767571
342	0.2290734381
343	0.2290630877
344	0.2290591246
345	0.2290547383
346	0.2290505434
347	0.2290465067
348	0.2290434599
349	0.2290378908
350	0.2290330504
351	0.2290303579
352	0.2290251061
353	0.2290235416
354	0.2290191101
355	0.2290142171
356	0.2290062777
357	0.2290019692
358	0.2289950883
359	0.2289944336
360	0.2289899304
361	0.2289883851
362	0.2289879453
363	0.228982949
364	0.2289790719
365	0.2289779865
366	0.2289757521
367	0.2289671697
368	0.2289621235
369	0.2289555405
370	0.2289485433
371	0.2289457653
372	0.2289386246
373	0.2289356714
374	0.2289197892
375	0.2289157197
376	0.2289133717
377	0.2289099594
378	0.2289083029
379	0.2289083029
380	0.2288977993
381	0.228897335
382	0.2288926353
383	0.2288900872
384	0.2288813151
385	0.2288779032
386	0.2288744121
387	0.2288695477
388	0.2288626853
389	0.2288591358
390	0.228848356
391	0.2288452657
392	0.2288427905
393	0.2288385468
394	0.228830657
395	0.2288264775
396	0.2288240178
397	0.2288191322
398	0.2288028113
399	0.2287985994
400	0.2287933766
401	0.2287869895
402	0.2287815927
403	0.2287784333
404	0.228768628
405	0.2287650723
406	0.228761228
407	0.2287582564
408	0.2287534847
409	0.2287469699
410	0.2287432725
411	0.2287390719
412	0.2287349713
413	0.2287307005
414	0.2287252849
415	0.2287211979
416	0.2287095193
417	0.228702271
418	0.2286969183
419	0.2286822515
420	0.2286783852
421	0.2286723198
422	0.2286696848
423	0.2286627608
424	0.2286513452
425	0.2286422982
426	0.2286357236
427	0.2286320814
428	0.2286212668
429	0.2286167878
430	0.2286118447
431	0.2286069042
432	0.2286034201
433	0.2285929731
434	0.2285898268
435	0.2285865282
436	0.2285734035
437	0.2285685408
438	0.2285595269
439	0.2285546851
440	0.2285504556
441	0.2285453157
442	0.2285409024
443	0.2285316694
444	0.2285279311
445	0.2285238652
446	0.2285183895
447	0.2284999566
448	0.2284971088
449	0.2284933907
450	0.2284887651
451	0.2284847053
452	0.2284794519
453	0.2284615631
454	0.2284554256
455	0.2284527571
456	0.2284471167
457	0.22844125
458	0.228436921
459	0.2284329209
460	0.2284303299
461	0.2284257234
462	0.2284215038
463	0.2284163417
464	0.22841135
465	0.2284030578
466	0.2283951453
467	0.2283884239
468	0.2283690931
469	0.2283637232
470	0.2283577177
471	0.2283535566
472	0.2283499447
473	0.2283317169
474	0.2283272926
475	0.2283225304
476	0.2283160837
477	0.2283110774
478	0.2283053123
479	0.2282956222
480	0.2282893088
481	0.228279914
482	0.2282755293
483	0.2282544503
484	0.2282501111
485	0.2282443784
486	0.2282402831
487	0.2282367922
488	0.2282328758
489	0.2282304779
490	0.2282236155
491	0.2282197486
492	0.2282129988
493	0.2282045482
494	0.2282015431
495	0.2281965492
496	0.2281915987
497	0.2281860895
498	0.2281743803
499	0.2281682661
500	0.2281635167
501	0.2281585033
502	0.2281483747
503	0.2281444651
504	0.2281408842
505	0.2281336725
506	0.2281298242
507	0.228126056
508	0.2281228866
509	0.2281191152
510	0.2281123919
511	0.2281073748
512	0.228103849
513	0.2281001594
514	0.2280960761
515	0.2280906515
516	0.22808295
517	0.2280781142
518	0.2280724502
519	0.2280692389
520	0.228066367
521	0.2280627364
522	0.2280566582
523	0.2280524764
524	0.2280470765
525	0.2280418155
526	0.2280360522
527	0.2280313338
528	0.2280267135
529	0.2280233907
530	0.228020995
531	0.2280157113
532	0.228009383
533	0.2280000854
534	0.227995151
535	0.2279926095
536	0.2279872064
537	0.2279810894
538	0.227978592
539	0.227963486
540	0.2279593787
541	0.2279546536
542	0.2279489117
543	0.2279452673
544	0.2279426731
545	0.2279322826
546	0.2279229561
547	0.2279173427
548	0.2279126986
549	0.2279087889
550	0.2279059885
551	0.2279002731
552	0.2278915598
553	0.2278847544
554	0.2278806772
555	0.2278719439
556	0.2278719438
557	0.2278689212
558	0.2278648865
559	0.227858301
560	0.2278517792
561	0.2278451025
562	0.2278399737
563	0.2278328309
564	0.2278288779
565	0.2278254224
566	0.2278228351
567	0.2278150745
568	0.2278114084
569	0.2277993487
570	0.2277912657
571	0.2277886812
572	0.2277840512
573	0.2277773674
574	0.2277773669
575	0.2277723611
576	0.2277650548
577	0.2277608274
578	0.2277571067
579	0.2277507986
580	0.2277458871
581	0.2277265492
582	0.2277235965
583	0.2277162719
584	0.2276981986
585	0.2276938664
586	0.2276907325
587	0.2276879678
588	0.2276818063
589	0.2276786597
590	0.2276617642
591	0.2276570814
592	0.2276499274
593	0.2276451664
594	0.2276391888
595	0.2276315965
596	0.2276158161
597	0.2276114982
598	0.2276061921
599	0.2276026148
600	0.2276004266
601	0.2275964164
602	0.2275935497
603	0.2275894119
604	0.2275800756
605	0.227574644
606	0.2275714345
607	0.2275643112
608	0.2275607157
609	0.2275565676
610	0.2275565671
611	0.2275521945
612	0.2275494161
613	0.2275454102
614	0.2275400006
615	0.2275400001
616	0.2275365499
617	0.2275298642
618	0.2275275454
619	0.2275224481
620	0.2275156743
621	0.2275086869
622	0.2275042208
623	0.2274977417
624	0.2274975559
625	0.2274946905
626	0.2274901928
627	0.2274754524
628	0.2274753005
629	0.2274715563
630	0.2274684451
631	0.227465566
632	0.2274614773
633	0.2274575556
634	0.2274509095
635	0.2274456421
636	0.227442073
637	0.2274399696
638	0.2274396818
639	0.2274357584
640	0.2274321104
641	0.2274277423
642	0.2274240198
643	0.227418904
644	0.2274102323
645	0.2274070744
646	0.2274010274
647	0.2273986471
648	0.2273963655
649	0.2273924762
650	0.2273890382
651	0.2273833706
652	0.2273695907
653	0.2273648483
654	0.2273633677
655	0.2273571687
656	0.2273541314
657	0.2273497135
658	0.2273472136
659	0.227339739
660	0.2273357449
661	0.2273318888
662	0.2273282541
663	0.2273238417
664	0.2273189057
665	0.2273187902
666	0.2273119734
667	0.2272989506
668	0.2272989433
669	0.2272919142
670	0.2272910823
671	0.2272862111
672	0.2272820408
673	0.2272782933
674	0.2272760838
675	0.2272727866
676	0.2272674736
677	0.2272630056
678	0.227260461
679	0.2272540275
680	0.227250162
681	0.2272447869
682	0.2272376147
683	0.2272352904
684	0.2272321245
685	0.2272321241
686	0.2272279695
687	0.2272253447
688	0.2272218421
689	0.2272184192
690	0.2272183477
691	0.227214243
692	0.2272024121
693	0.2271958084
694	0.2271932641
695	0.2271902854
696	0.2271869577
697	0.2271817502
698	0.2271817461
699	0.227177867
700	0.2271730326
701	0.2271696508
702	0.2271674315
703	0.2271607011
704	0.2271592067
705	0.2271558866
706	0.2271518008
707	0.2271456335
708	0.2271393472
709	0.227137611
710	0.2271341596
711	0.2271341089
712	0.2271313334
713	0.2271202643
714	0.227115433
715	0.2271120276
716	0.2271055727
717	0.2271018379
718	0.2270972427
719	0.2270929789
720	0.2270907897
721	0.2270876883
722	0.227084564
723	0.2270786222
724	0.227074226
725	0.2270706221
726	0.2270663646
727	0.2270663646
728	0.2270663554
729	0.2270602823
730	0.2270558459
731	0.2270521188
732	0.2270466307
733	0.2270453938
734	0.2270385725
735	0.2270362818
736	0.2270339807
737	0.2270307293
738	0.2270203648
739	0.2270203562
740	0.2270150582
741	0.2270119501
742	0.2270088032
743	0.2270087738
744	0.227004371
745	0.2270018837
746	0.2270004938
747	0.2269974181
748	0.2269929208
749	0.2269874358
750	0.2269773763
751	0.2269752897
752	0.2269708565
753	0.2269654819
754	0.2269589551
755	0.2269538721
756	0.2269510517
757	0.2269471641
758	0.2269439283
759	0.2269405147
760	0.2269389182
761	0.2269376118
762	0.2269374403
763	0.2269338534
764	0.2269317201
765	0.226929251
766	0.2269231038
767	0.2269230498
768	0.2269196045
769	0.2269142379
770	0.2269100011
771	0.2269044034
772	0.2268989459
773	0.2268969634
774	0.2268925595
775	0.2268887374
776	0.2268857216
777	0.2268828458
778	0.2268793562
779	0.2268732108
780	0.2268721029
781	0.2268685321
782	0.2268654154
783	0.2268602609
784	0.2268599205
785	0.2268565537
786	0.2268532312
787	0.2268483824
788	0.2268467652
789	0.2268455138
790	0.2268455034
791	0.2268424178
792	0.2268391635
793	0.2268345444
794	0.2268330399
795	0.2268289391
796	0.226825177
797	0.2268219403
798	0.2268173275
799	0.2268141308
800	0.2268094301
801	0.2268075013
802	0.2268041043
803	0.2268001368
804	0.2267988336
805	0.2267894661
806	0.2267857887
807	0.2267816785
808	0.2267758905
809	0.2267728084
810	0.2267690222
811	0.2267672347
812	0.2267631778
813	0.2267586158
814	0.2267562401
815	0.2267527908
816	0.2267477105
817	0.2267440321
818	0.2267440015
819	0.2267429703
820	0.2267390517
821	0.2267302794
822	0.2267248685
823	0.2267216611
824	0.2267182974
825	0.2267182972
826	0.2267182066
827	0.2267158567
828	0.226715213
829	0.2267142385
830	0.2267087519
831	0.2267087449
832	0.2267050414
833	0.2267021485
834	0.226702073
835	0.2266952705
836	0.2266905275
837	0.2266882929
838	0.2266852202
839	0.226682137
840	0.2266784751
841	0.2266747179
842	0.2266710994
843	0.2266673135
844	0.2266642482
845	0.2266641632
846	0.22666017
847	0.2266534312
848	0.2266527705
849	0.2266481674
850	0.2266446652
851	0.2266401573
852	0.2266358442
853	0.2266321166
854	0.2266311185
855	0.2266288231
856	0.2266225085
857	0.2266186455
858	0.2266156254
859	0.2266105489
860	0.2266070989
861	0.2266011726
862	0.2265983709
863	0.2265943263
864	0.22658869
865	0.2265831266
866	0.2265783264
867	0.2265735916
868	0.2265692484
869	0.2265691969
870	0.2265675845
871	0.2265642998
872	0.2265594887
873	0.2265564804
874	0.2265526008
875	0.2265505805
876	0.2265457326
877	0.2265448299
878	0.2265417426
879	0.2265396064
880	0.2265378148
881	0.2265368287
882	0.2265306616
883	0.2265273718
884	0.2265237878
885	0.2265194677
886	0.2265172706
887	0.2265148955
888	0.2265127367
889	0.2265083183
890	0.2265083154
891	0.2265056542
892	0.2265024413
893	0.2264990653
894	0.2264961967
895	0.2264961455
896	0.2264919812
897	0.2264893797
898	0.2264850701
899	0.2264813508
900	0.2264790762
901	0.2264748531
902	0.226471675
903	0.2264677706
904	0.226467731
905	0.2264649084
906	0.2264578689
907	0.2264577947
908	0.2264546531
909	0.2264505116
910	0.2264469773
911	0.226442655
912	0.2264394504
913	0.2264365557
914	0.2264321351
915	0.2264274617
916	0.2264256168
917	0.2264230819
918	0.2264205067
919	0.2264187691
920	0.2264155802
921	0.2264105861
922	0.2264037746
923	0.2264018162
924	0.2264018105
925	0.2264009588
926	0.2263977844
927	0.22639609
928	0.2263960802
929	0.2263960207
930	0.226395215
931	0.2263920238
932	0.2263885696
933	0.2263853802
934	0.226382627
935	0.2263791805
936	0.2263750605
937	0.2263713735
938	0.2263681317
939	0.2263615887
940	0.2263573248
941	0.2263534361
942	0.2263507832
943	0.2263467067
944	0.2263423314
945	0.2263399009
946	0.2263355337
947	0.226333297
948	0.2263304857
949	0.2263267723
950	0.2263227171
951	0.2263226927
952	0.2263180955
953	0.2263131079
954	0.2263066921
955	0.2263042065
956	0.2263014086
957	0.2262993695
958	0.2262950229
959	0.2262915156
960	0.2262863218
961	0.2262824814
962	0.2262785954
963	0.2262747475
964	0.2262747132
965	0.2262708466
966	0.2262675304
967	0.2262651222
968	0.226263184
969	0.2262631154
970	0.226263052
971	0.2262610986
972	0.226257415
973	0.2262566785
974	0.2262539189
975	0.2262509893
976	0.2262464217
977	0.2262445329
978	0.2262404812
979	0.2262375493
980	0.2262335713
981	0.226229952
982	0.2262216285
983	0.2262185983
984	0.2262180636
985	0.2262142717
986	0.2262112711
987	0.226207554
988	0.2262043923
989	0.2262012731
990	0.2261964913
991	0.2261923784
992	0.2261845629
993	0.2261820979
994	0.2261792622
995	0.2261734354
996	0.2261719654
997	0.2261702427
998	0.2261667508
999	0.2261622909
1000	0.2261593577
1001	0.2261559236
1002	0.2261535732
1003	0.2261502664
1004	0.226146417
1005	0.2261410062
1006	0.2261385978
1007	0.226135601
1008	0.2261322973
1009	0.2261277096
1010	0.2261263758
1011	0.226124252
1012	0.2261203821
1013	0.2261175789
1014	0.2261144527
1015	0.2261112224
1016	0.2261069832
1017	0.2261037067
1018	0.2261001196
1019	0.2260966262
1020	0.2260941792
1021	0.2260941517
1022	0.2260905066
1023	0.226089918
1024	0.2260862125
1025	0.2260837645
1026	0.2260808471
1027	0.2260774024
1028	0.2260731362
1029	0.2260700013
1030	0.226066704
1031	0.2260637889
1032	0.2260601245
1033	0.2260565583
1034	0.2260514776
1035	0.2260471247
1036	0.2260398418
1037	0.226037064
1038	0.2260348895
1039	0.22603228
1040	0.2260288344
1041	0.2260273221
1042	0.2260238952
1043	0.2260222982
1044	0.226020173
1045	0.2260162856
1046	0.2260116932
1047	0.2260106228
1048	0.2260067221
1049	0.2260057029
1050	0.2260024288
1051	0.2260008094
1052	0.2259979236
1053	0.2259943032
1054	0.2259900267
1055	0.2259875338
1056	0.2259840922
1057	0.2259816019
1058	0.2259789783
1059	0.2259786633
1060	0.2259742018
1061	0.2259708686
1062	0.2259685913
1063	0.225964502
1064	0.2259576581
1065	0.2259532438
1066	0.2259500474
1067	0.2259475003
1068	0.2259441702
1069	0.2259413572
1070	0.2259413558
1071	0.2259386484
1072	0.2259357198
1073	0.2259345193
1074	0.2259328204
1075	0.2259269059
1076	0.2259241951
1077	0.2259215097
1078	0.22591724
1079	0.225913757
1080	0.225910692
1081	0.2259092292
1082	0.2259053172
1083	0.2259014635
1084	0.2258995333
1085	0.2258954769
1086	0.2258919598
1087	0.2258919596
1088	0.2258877014
1089	0.2258829394
1090	0.2258822613
1091	0.2258800623
1092	0.2258767768
1093	0.2258733816
1094	0.2258694183
1095	0.2258665571
1096	0.2258625849
1097	0.2258604276
1098	0.2258586317
1099	0.2258547616
1100	0.2258518386
1101	0.2258481917
1102	0.2258451592
1103	0.2258387334
1104	0.2258356197
1105	0.2258322575
1106	0.2258296205
1107	0.2258275985
1108	0.225823876
1109	0.2258200757
1110	0.2258185258
1111	0.2258154985
1112	0.2258151461
1113	0.2258151216
1114	0.2258116729
1115	0.2258095341
1116	0.2258094709
1117	0.2258056921
1118	0.2258030555
1119	0.2257990441
1120	0.225796199
1121	0.225793582
1122	0.2257875462
1123	0.225784996
1124	0.2257821529
1125	0.2257782909
1126	0.2257765379
1127	0.2257729405
1128	0.225771929
1129	0.2257678996
1130	0.2257645219
1131	0.2257628377
1132	0.2257628168
1133	0.2257615833
1134	0.2257615822
1135	0.2257609239
1136	0.2257581194
1137	0.2257554499
1138	0.2257519955
1139	0.2257499547
1140	0.2257483415
1141	0.2257460766
1142	0.225743027
1143	0.2257429771
1144	0.2257406347
1145	0.2257366236
1146	0.225733618
1147	0.2257301224
1148	0.2257258491
1149	0.225722599
1150	0.225719261
1151	0.2257135894
1152	0.2257117025
1153	0.2257081947
1154	0.2257055974
1155	0.2257034465
1156	0.2257010793
1157	0.2257010778
1158	0.225698875
1159	0.2256955343
1160	0.2256930576
1161	0.2256894156
1162	0.2256863573
1163	0.2256793397
1164	0.2256793329
1165	0.2256782505
1166	0.2256741557
1167	0.2256688261
1168	0.2256656632
1169	0.2256619002
1170	0.2256596764
1171	0.22565729
1172	0.2256537904
1173	0.2256502661
1174	0.2256479813
1175	0.2256455535
1176	0.2256432539
1177	0.2256401385
1178	0.2256380369
1179	0.2256350469
1180	0.2256339494
1181	0.2256301906
1182	0.2256268815
1183	0.2256237081
1184	0.225621746
1185	0.2256181599
1186	0.2256167618
1187	0.22561412
1188	0.2256118084
1189	0.225610591
1190	0.2256063883
1191	0.2256032254
1192	0.2256007519
1193	0.2256007123
1194	0.2255995665
1195	0.2255968988
1196	0.2255952396
1197	0.2255915804
1198	0.2255876603
1199	0.2255824615
1200	0.2255792986
1201	0.225577113
1202	0.2255742399
1203	0.2255718509
1204	0.2255718449
1205	0.2255687812
1206	0.2255650906
1207	0.2255633746
1208	0.225560324
1209	0.2255574289
1210	0.2255536648
1211	0.2255507506
1212	0.2255451051
1213	0.2255415561
1214	0.2255349631
1215	0.2255334002
1216	0.2255309713
1217	0.2255278413
1218	0.2255278412
1219	0.2255246126
1220	0.2255215707
1221	0.2255179922
1222	0.2255149013
1223	0.2255117687
1224	0.2255108242
1225	0.225507098
1226	0.2255049368
1227	0.22550184
1228	0.2254996618
1229	0.2254951828
1230	0.225493922
1231	0.2254914053
1232	0.2254872617
1233	0.2254872587
1234	0.2254864264
1235	0.2254852859
1236	0.2254840075
1237	0.2254820862
1238	0.2254793926
1239	0.2254770877
1240	0.2254739869
1241	0.2254697719
1242	0.225466528
1243	0.225461869
1244	0.2254593351
1245	0.2254565551
1246	0.2254533421
1247	0.2254498187
1248	0.2254474413
1249	0.2254440954
1250	0.2254420432
1251	0.2254378209
1252	0.2254358579
1253	0.2254338564
1254	0.2254297334
1255	0.2254267501
1256	0.2254246643
1257	0.2254208148
1258	0.2254184608
1259	0.2254153992
1260	0.2254106402
1261	0.225408303
1262	0.2254021264
1263	0.225397082
1264	0.2253935106
1265	0.2253887532
1266	0.2253860016
1267	0.2253823356
1268	0.2253797144
1269	0.2253766177
1270	0.2253739332
1271	0.2253709401
1272	0.2253681082
1273	0.2253654715
1274	0.2253596656
1275	0.2253547691
1276	0.2253516802
1277	0.2253462259
1278	0.2253462239
1279	0.2253426481
1280	0.2253387615
1281	0.22533472
1282	0.2253316603
1283	0.2253287391
1284	0.2253263661
1285	0.2253235709
1286	0.2253203722
1287	0.2253190431
1288	0.2253163084
1289	0.2253138163
1290	0.2253108686
1291	0.225307323
1292	0.2253042487
1293	0.2252991238
1294	0.2252951414
1295	0.225292771
1296	0.2252896443
1297	0.2252873361
1298	0.2252846187
1299	0.2252827055
1300	0.2252788017
1301	0.2252751918
1302	0.225272407
1303	0.2252701721
1304	0.225267529
1305	0.2252644683
1306	0.2252617234
1307	0.2252592372
1308	0.2252577271
1309	0.2252552227
1310	0.2252523697
1311	0.2252498281
1312	0.2252470153
1313	0.2252444029
1314	0.2252411559
1315	0.225237069
1316	0.2252331388
1317	0.2252316616
1318	0.2252316594
1319	0.2252309184
1320	0.2252280737
1321	0.225225734
1322	0.2252239263
1323	0.2252220628
1324	0.2252181638
1325	0.2252162469
1326	0.2252155417
1327	0.2252142797
1328	0.2252137064
1329	0.2252110711
1330	0.2252087251
1331	0.2252087045
1332	0.2252080349
1333	0.2252045173
1334	0.2252010132
1335	0.2251983128
1336	0.2251942028
1337	0.2251910136
1338	0.2251878059
1339	0.2251852274
1340	0.225181709
1341	0.225178763
1342	0.2251752706
1343	0.2251732955
1344	0.2251698644
1345	0.2251665189
1346	0.2251665112
1347	0.2251648336
1348	0.2251637843
1349	0.225160872
1350	0.2251588884
1351	0.2251572512
1352	0.2251542855
1353	0.2251517433
1354	0.2251493967
1355	0.2251458386
1356	0.2251427432
1357	0.225139492
1358	0.2251363694
1359	0.2251331005
1360	0.2251293839
1361	0.2251266051
1362	0.2251231201
1363	0.2251193132
1364	0.2251156135
1365	0.2251128589
1366	0.2251102845
1367	0.225107553
1368	0.2251047304
1369	0.2250984359
1370	0.2250936398
1371	0.2250912709
1372	0.2250863277
1373	0.2250829756
1374	0.2250770644
1375	0.2250733281
1376	0.2250716801
1377	0.2250681532
1378	0.2250664375
1379	0.2250637714
1380	0.2250637347
1381	0.2250615913
1382	0.2250586862
1383	0.2250538791
1384	0.2250508432
1385	0.225047598
1386	0.2250443398
1387	0.2250430555
1388	0.2250405639
1389	0.2250364254
1390	0.2250324115
1391	0.2250305507
1392	0.2250281158
1393	0.2250256892
1394	0.2250233571
1395	0.225019994
1396	0.22501651
1397	0.2250142633
1398	0.2250130954
1399	0.2250112593
1400	0.225009953
1401	0.2250076701
1402	0.2250045007
1403	0.2250022621
1404	0.2249984742
1405	0.2249957933
1406	0.2249921109
1407	0.2249889284
1408	0.2249873755
1409	0.2249843944
1410	0.2249812478
1411	0.2249790586
1412	0.2249770411
1413	0.2249745641
1414	0.2249732831
1415	0.2249711816
1416	0.2249705897
1417	0.2249658451
1418	0.2249626891
1419	0.2249599339
1420	0.2249560858
1421	0.224952834
1422	0.2249510266
1423	0.224948641
1424	0.2249458819
1425	0.2249442564
1426	0.2249413159
1427	0.2249382255
1428	0.2249347273
1429	0.2249323999
1430	0.2249299552
1431	0.2249299544
1432	0.2249275718
1433	0.2249252762
1434	0.2249225186
1435	0.2249204974
1436	0.2249202246
1437	0.224917442
1438	0.2249143318
1439	0.2249094217
1440	0.2249082144
1441	0.2249051455
1442	0.2249028625
1443	0.2248999978
1444	0.2248966968
1445	0.2248939196
1446	0.2248910989
1447	0.2248910982
1448	0.2248872798
1449	0.2248872407
1450	0.2248856447
1451	0.2248829922
1452	0.2248795154
1453	0.2248765838
1454	0.2248743605
1455	0.224870303
1456	0.2248663461
1457	0.2248632097
1458	0.224860308
1459	0.2248582307
1460	0.2248570022
1461	0.2248551228
1462	0.2248523652
1463	0.2248505965
1464	0.2248468435
1465	0.2248448886
1466	0.2248418362
1467	0.2248376264
1468	0.2248350979
1469	0.2248295414
1470	0.2248270883
1471	0.2248258923
1472	0.2248225168
1473	0.2248209801
1474	0.2248209726
1475	0.2248167911
1476	0.2248139106
1477	0.2248106471
1478	0.2248094889
1479	0.2248056692
1480	0.224802972
1481	0.2248003765
1482	0.2247976795
1483	0.2247952193
1484	0.2247914624
1485	0.2247888705
1486	0.224785231
1487	0.2247830624
1488	0.2247800964
1489	0.2247781237
1490	0.2247759664
1491	0.2247739074
1492	0.224773333
1493	0.2247703537
1494	0.2247681039
1495	0.2247650815
1496	0.2247637566
1497	0.2247614802
1498	0.2247585864
1499	0.2247562046
1500	0.2247556432
1501	0.2247530545
1502	0.2247507013
1503	0.2247479688
1504	0.2247463618
1505	0.2247452421
1506	0.2247420321
1507	0.2247384194
1508	0.2247347532
1509	0.2247332482
1510	0.2247307085
1511	0.2247277527
